;;0114 Upplands Väsby;0115 Vallentuna;0117 Österåker;0120 Värmdö;0123 Järfälla;0125 Ekerö;0126 Huddinge;0127 Botkyrka;0128 Salem;0136 Haninge;0138 Tyresö;0139 Upplands-Bro;0140 Nykvarn;0160 Täby;0162 Danderyd;0163 Sollentuna;0180 Stockholm;0181 Södertälje;0182 Nacka;0183 Sundbyberg;0184 Solna;0186 Lidingö;0187 Vaxholm;0188 Norrtälje;0191 Sigtuna;0192 Nynäshamn;0305 Håbo;0319 Älvkarleby;0330 Knivsta;0331 Heby;0360 Tierp;0380 Uppsala;0381 Enköping;0382 Östhammar;0428 Vingåker;0461 Gnesta;0480 Nyköping;0481 Oxelösund;0482 Flen;0483 Katrineholm;0484 Eskilstuna;0486 Strängnäs;0488 Trosa;0509 Ödeshög;0512 Ydre;0513 Kinda;0560 Boxholm;0561 Åtvidaberg;0562 Finspång;0563 Valdemarsvik;0580 Linköping;0581 Norrköping;0582 Söderköping;0583 Motala;0584 Vadstena;0586 Mjölby;0604 Aneby;0617 Gnosjö;0642 Mullsjö;0643 Habo;0662 Gislaved;0665 Vaggeryd;0680 Jönköping;0682 Nässjö;0683 Värnamo;0684 Sävsjö;0685 Vetlanda;0686 Eksjö;0687 Tranås;0760 Uppvidinge;0761 Lessebo;0763 Tingsryd;0764 Alvesta;0765 Älmhult;0767 Markaryd;0780 Växjö;0781 Ljungby;0821 Högsby;0834 Torsås;0840 Mörbylånga;0860 Hultsfred;0861 Mönsterås;0862 Emmaboda;0880 Kalmar;0881 Nybro;0882 Oskarshamn;0883 Västervik;0884 Vimmerby;0885 Borgholm;0980 Gotland;1060 Olofström;1080 Karlskrona;1081 Ronneby;1082 Karlshamn;1083 Sölvesborg;1214 Svalöv;1230 Staffanstorp;1231 Burlöv;1233 Vellinge;1256 Östra Göinge;1257 Örkelljunga;1260 Bjuv;1261 Kävlinge;1262 Lomma;1263 Svedala;1264 Skurup;1265 Sjöbo;1266 Hörby;1267 Höör;1270 Tomelilla;1272 Bromölla;1273 Osby;1275 Perstorp;1276 Klippan;1277 Åstorp;1278 Båstad;1280 Malmö;1281 Lund;1282 Landskrona;1283 Helsingborg;1284 Höganäs;1285 Eslöv;1286 Ystad;1287 Trelleborg;1290 Kristianstad;1291 Simrishamn;1292 Ängelholm;1293 Hässleholm;1315 Hylte;1380 Halmstad;1381 Laholm;1382 Falkenberg;1383 Varberg;1384 Kungsbacka;1401 Härryda;1402 Partille;1407 Öckerö;1415 Stenungsund;1419 Tjörn;1421 Orust;1427 Sotenäs;1430 Munkedal;1435 Tanum;1438 Dals-Ed;1439 Färgelanda;1440 Ale;1441 Lerum;1442 Vårgårda;1443 Bollebygd;1444 Grästorp;1445 Essunga;1446 Karlsborg;1447 Gullspång;1452 Tranemo;1460 Bengtsfors;1461 Mellerud;1462 Lilla Edet;1463 Mark;1465 Svenljunga;1466 Herrljunga;1470 Vara;1471 Götene;1472 Tibro;1473 Töreboda;1480 Göteborg;1481 Mölndal;1482 Kungälv;1484 Lysekil;1485 Uddevalla;1486 Strömstad;1487 Vänersborg;1488 Trollhättan;1489 Alingsås;1490 Borås;1491 Ulricehamn;1492 Åmål;1493 Mariestad;1494 Lidköping;1495 Skara;1496 Skövde;1497 Hjo;1498 Tidaholm;1499 Falköping;1715 Kil;1730 Eda;1737 Torsby;1760 Storfors;1761 Hammarö;1762 Munkfors;1763 Forshaga;1764 Grums;1765 Årjäng;1766 Sunne;1780 Karlstad;1781 Kristinehamn;1782 Filipstad;1783 Hagfors;1784 Arvika;1785 Säffle;1814 Lekeberg;1860 Laxå;1861 Hallsberg;1862 Degerfors;1863 Hällefors;1864 Ljusnarsberg;1880 Örebro;1881 Kumla;1882 Askersund;1883 Karlskoga;1884 Nora;1885 Lindesberg;1904 Skinnskatteberg;1907 Surahammar;1960 Kungsör;1961 Hallstahammar;1962 Norberg;1980 Västerås;1981 Sala;1982 Fagersta;1983 Köping;1984 Arboga;2021 Vansbro;2023 Malung-Sälen;2026 Gagnef;2029 Leksand;2031 Rättvik;2034 Orsa;2039 Älvdalen;2061 Smedjebacken;2062 Mora;2080 Falun;2081 Borlänge;2082 Säter;2083 Hedemora;2084 Avesta;2085 Ludvika;2101 Ockelbo;2104 Hofors;2121 Ovanåker;2132 Nordanstig;2161 Ljusdal;2180 Gävle;2181 Sandviken;2182 Söderhamn;2183 Bollnäs;2184 Hudiksvall;2260 Ånge;2262 Timrå;2280 Härnösand;2281 Sundsvall;2282 Kramfors;2283 Sollefteå;2284 Örnsköldsvik;2303 Ragunda;2305 Bräcke;2309 Krokom;2313 Strömsund;2321 Åre;2326 Berg;2361 Härjedalen;2380 Östersund;2401 Nordmaling;2403 Bjurholm;2404 Vindeln;2409 Robertsfors;2417 Norsjö;2418 Malå;2421 Storuman;2422 Sorsele;2425 Dorotea;2460 Vännäs;2462 Vilhelmina;2463 Åsele;2480 Umeå;2481 Lycksele;2482 Skellefteå;2505 Arvidsjaur;2506 Arjeplog;2510 Jokkmokk;2513 Överkalix;2514 Kalix;2518 Övertorneå;2521 Pajala;2523 Gällivare;2560 Älvsbyn;2580 Luleå;2581 Piteå;2582 Boden;2583 Haparanda;2584 Kiruna
;15-24 år;5160;3852;5115;5049;9144;3079;13614;11798;2062;10636;5865;3336;1213;8360;4332;8627;97262;11635;11532;4650;7421;5376;1386;6188;5707;2954;2516;926;2095;1519;2278;31191;4887;2159;1026;1105;5882;1107;1810;3997;12581;3699;1321;550;352;1026;574;1196;2257;729;23295;16701;1383;4661;736;2949;711;1124;796;1166;3485;1459;17845;3704;3887;1334;3041;1947;2195;1068;972;1267;2116;1803;1093;12415;2985;661;672;1305;1482;1374;957;8367;2111;2920;3562;1725;936;6257;1449;8158;3030;3481;1794;1591;2613;2112;3872;1633;1076;1797;3295;2500;2217;1797;1897;1609;1727;1436;1319;1471;833;2006;1826;1366;36479;19968;5066;16695;2549;3881;2958;4723;9858;1847;4277;5918;1212;11942;2613;4877;6521;9521;4148;4426;1472;2986;1498;1447;791;1061;1210;523;708;3492;4634;1293;944;594;568;627;530;1285;984;982;1433;3833;1109;1032;1696;1381;1187;999;67146;7869;4814;1399;6367;1334;4405;7393;4455;13507;2618;1412;2502;4303;2211;6976;904;1405;3795;1149;796;1160;417;1510;359;1212;879;1087;1430;11968;2422;1227;1112;2702;1655;704;579;1682;1041;764;478;20928;2428;1106;3420;1064;2590;431;1026;916;1736;597;17732;2428;1379;2821;1647;693;1022;1008;1598;1041;753;716;931;1926;6563;6353;976;1625;2328;2731;570;1051;1154;902;1981;11962;4264;2528;2823;3883;938;2040;2663;11000;1809;1916;5727;466;647;1411;1138;1256;688;1047;7169;770;277;518;635;400;339;594;268;230;1030;788;311;17933;1261;7907;625;265;506;308;1597;484;577;1653;909;10005;4721;3085;969;2583
;25-34 år;6326;3457;4675;4764;11214;2275;15517;13191;1794;13534;5351;3975;1163;7006;3049;8484;182001;14706;12361;11377;19017;4983;937;7285;7105;3466;2359;1052;2352;1680;2495;39545;5692;2475;886;1219;6778;1380;1619;4316;14131;3807;1318;530;344;993;602;1169;2483;764;25656;20686;1494;5074;693;3379;848;1136;816;1414;3459;1743;20927;3938;4174;1279;3197;2138;2261;1103;945;1242;2359;2140;1165;13849;3552;598;681;1333;1551;1562;948;10269;2470;3189;3889;1870;926;6606;1537;8639;3347;3786;1908;1753;2446;2244;2820;1788;1138;1788;3175;1670;2256;1789;2196;1919;1762;1531;1380;1510;961;2113;1987;1316;64203;20021;6139;21132;2236;4273;3158;5285;11050;1741;4915;6394;1283;14550;2767;5376;7686;7945;3624;4571;1090;3006;1569;1330;824;1231;1367;563;714;3946;4041;1410;1013;611;610;766;454;1287;1036;1030;1880;3921;1172;1084;1782;1331;1319;984;109624;10316;5473;1389;7468;1710;4772;8269;5012;16315;2749;1300;2930;4959;2337;8730;1001;1607;4169;1347;1099;1261;408;1779;412;1259;1012;1137;1442;13833;2783;1164;1158;3008;1697;1032;536;1874;936;770;449;23333;2634;1133;3664;1131;2636;427;1065;907;1990;622;21636;2644;1660;3253;1638;766;1132;1076;1569;1015;784;729;1096;2349;7547;7247;1284;1742;2877;3476;678;1071;1294;1028;2067;13974;4703;2823;3149;4223;991;1982;3020;12632;1878;2033;6525;589;600;1452;1242;1767;779;1091;8980;720;274;541;745;418;308;576;242;252;1093;793;269;22101;1519;8686;779;311;557;351;1697;363;539;2328;930;10841;5148;3494;933;3236
;35-44 år;6482;4752;5824;5823;11089;3878;16654;13771;2251;12864;6366;4108;1482;9467;3783;10103;146465;12889;14792;8028;12823;6161;1420;6247;6746;3251;2793;1035;2877;1395;2282;28373;5016;2174;885;1367;6360;1309;1610;3569;12607;4320;1578;560;377;1007;516;1204;2371;742;19936;17466;1701;4899;662;3336;709;1191;843;1729;3381;1665;16958;3463;3916;1258;2868;1871;2015;1054;1006;1244;2427;2394;1147;11310;3238;612;701;1764;1374;1394;959;8127;2066;2995;3572;1617;962;6316;1320;7984;3350;3424;1944;1808;3618;2611;4482;1612;1133;1950;4481;3497;3209;1936;2142;1823;2102;1523;1465;1440;797;2013;2112;1541;50496;15420;5695;18451;3106;4164;3285;5460;9707;1616;4897;5752;1158;11898;2788;4892;7406;10364;5601;5349;1373;3257;1642;1444;897;1135;1290;501;642;4284;5916;1328;1230;596;589;707;424;1311;923;895;1711;3893;1085;976;1792;1401;1213;943;79794;9477;5437;1397;6372;1668;4261;6847;4943;13673;2774;1290;2450;4476;2032;6388;1023;1292;3690;1357;871;1152;377;2288;339;1331;889;1076;1342;10685;2530;1053;1039;2771;1486;1018;512;1822;974;569;484;18969;2739;1134;3138;1141;2594;399;1117;938;1691;574;18601;2468;1441;2777;1452;618;1086;1106;1570;1012;604;726;1110;2165;7061;5918;1237;1512;2528;2913;578;879;1136;906;1899;12028;4201;2395;2880;3917;890;2052;2682;11779;1722;1931;6393;485;529;1889;1106;1552;647;960;7486;729;209;594;725;391;299;585;246;223;1000;637;261;16380;1253;8306;647;272;467;246;1486;338;423;1813;865;8988;4802;3045;969;2416
;45-54 år;6508;5295;7151;7148;10394;4627;16166;12852;2608;12315;7791;3833;1695;11042;5119;11104;124433;13629;15566;6051;9092;6873;1968;7996;6808;4113;3417;1235;2587;1704;2806;26453;6081;2769;1165;1497;7082;1416;2063;4318;13996;5017;1874;692;472;1292;753;1590;2913;992;19789;18344;1991;6055;989;3664;840;1361;945;1526;4287;1861;17578;4063;4705;1450;3630;2195;2463;1279;1077;1599;2397;2283;1292;11300;3844;753;970;1933;1814;1723;1222;8763;2640;3678;4726;2040;1270;7803;1851;8581;3890;4419;2334;2023;3588;2408;5865;1993;1303;2228;4876;3866;3091;2276;2690;2069;2384;1601;1752;1692;975;2394;2234;1895;39529;14358;5898;19541;3692;4729;3919;6365;11003;2285;5755;7068;1438;12911;3299;5640;8105;12982;5821;5445;1862;3964;2064;2014;1174;1309;1572;593;877;4298;6388;1579;1323;797;741;867;690;1579;1275;1104;1871;4749;1450;1304;2144;1822;1461;1195;70300;9538;6290;1881;7349;1671;5260;7770;5257;14506;3307;1688;3161;5282;2609;7133;1164;1755;4165;1559;1126;1505;556;2312;521;1628;1235;1412;1796;11764;3261;1346;1550;3413;2101;1016;797;2138;1353;890;627;19084;3028;1404;4192;1382;3004;568;1342;1175;2103;704;20532;2941;1810;3419;1822;920;1384;1301;2048;1311;963;894;1433;2620;7334;6590;1393;1998;2946;3334;784;1285;1500;1263;2456;13532;5348;3453;3396;4908;1268;2629;3117;13622;2381;2346;7200;686;940;2040;1367;1465;838;1287;7972;932;286;642;784;502;355;718;322;281;1116;764;322;14910;1462;9283;746;377;668;364;2188;496;649;2275;1036;10497;5528;3641;1141;3126
;55-64 år;4589;3536;4726;5032;8033;3181;11434;9607;1480;8897;4973;2932;1158;7509;3570;7752;103403;10850;10731;5089;7688;5198;1437;8121;4921;3390;2227;1253;1717;1934;2637;22718;5315;2978;1203;1322;6625;1487;2202;4160;11913;4185;1565;655;530;1313;723;1460;2685;1056;16240;15718;1813;5459;1041;3135;958;1151;810;1230;3702;1696;14470;3714;4417;1370;3312;2198;2117;1128;1006;1668;2360;1921;1188;9364;3503;862;971;1927;2018;1796;1297;7506;2577;3122;4962;2019;1643;8007;1742;7348;3442;4007;2244;1610;2334;2029;4030;1737;1361;1848;2995;2466;2168;1871;2580;2004;2025;1801;1499;1571;902;2139;1640;2037;33841;11843;5217;16401;3261;3833;4026;5495;9923;2846;5031;6158;1334;11413;3277;5483;7914;9373;4070;4266;1764;3064;2214;2219;1308;1338;1761;560;900;3131;4356;1375;1106;774;722;852;846;1479;1289;1267;1809;4332;1409;1208;2132;1808;1360;1338;59659;7265;5344;2082;6694;1568;4766;6533;4685;12323;3059;1656;3093;5000;2254;6169;1086;1634;3967;1460;1190;1696;590;1874;516;1285;1199;1272;1918;10389;3174;1359;1884;3281;2023;896;770;1925;1276;912;717;15731;2227;1623;3616;1307;2989;652;1241;1075;1908;800;16709;2818;1580;3225;1764;888;1347;1338;2066;1485;938;978;1550;2615;6952;5898;1508;2171;2983;3283;831;1349;1536;1270;2515;11680;4748;3456;3412;4903;1410;2179;3023;11528;2660;2744;6877;740;929;1774;1701;1384;998;1422;7204;916;304;702;1003;581;456;860;362;414;1009;970;405;12561;1593;9246;868;405;743;539;2269;722;895;2533;1021;9247;5240;3599;1438;2959
;65-74 år;4316;2823;4698;4558;6976;2703;8417;7449;1501;7849;4096;2751;1064;6942;3121;6172;81956;8368;9312;3742;6957;4995;1523;9113;3734;3506;2314;1264;1599;1855;2706;21462;5099;3298;1399;1547;7087;1754;2577;4273;11397;4669;1937;827;614;1410;793;1607;2885;1463;14689;14955;2064;5463;1237;3165;828;1144;1028;1245;3193;1505;13872;3581;3778;1443;3429;2325;2296;1219;1135;1767;2422;1834;1343;9322;3485;839;1118;2345;1941;1833;1300;7440;2526;3441;5523;2050;2044;8307;1719;7773;3781;4066;2367;1510;2370;1748;4486;1790;1316;1627;3344;2479;2243;1897;2558;1919;1912;1819;1717;1681;837;2196;1627;2440;27725;11439;5137;14687;3842;3417;4440;5156;9801;3525;5257;6253;1246;10963;3579;5796;8255;8828;3408;3509;1803;2773;2551;2574;1690;1364;2064;700;956;3091;3960;1417;1122;788;833;1162;916;1589;1573;1385;1622;4295;1535;1302;2021;1896;1380;1334;49411;5802;4745;2337;6135;1627;4616;5963;4932;11285;3074;1671;3309;4895;2285;5781;1395;1540;3694;1632;1122;1744;659;1790;501;1453;1286;1320;1774;10021;3483;1595;1742;3569;2137;980;876;2037;1467;1022;790;15256;2369;1804;3855;1593;3221;751;1418;1194;2040;884;15712;3132;1638;3307;1908;979;1422;1454;2506;1976;1008;1039;1779;3045;7275;5566;1650;2173;3069;3449;998;1372;1773;1476;2836;11306;5021;3890;3744;5394;1362;2379;3559;11491;2986;2850;7346;796;995;1861;1841;1143;1098;1589;7461;1057;348;820;968;613;463;855;355;396;996;955;442;12051;1575;9224;864;398;752;564;2382;814;1089;2247;1110;8612;5643;3848;1665;2523
;75-84 år;2615;1885;2730;2237;4555;1666;4710;4153;1099;4567;2953;1361;632;4890;2329;3888;42233;5412;5276;1860;3847;3180;745;5436;2539;2073;1225;729;695;1113;1604;11621;3008;1909;728;817;4487;1165;1476;2512;6832;2549;1034;442;343;897;444;1038;1803;743;9270;8719;1146;3244;783;1969;484;571;491;689;2028;922;8747;2107;2479;883;2150;1386;1609;736;619;1135;1396;1087;870;5670;2224;499;635;1283;1254;1137;880;4400;1777;2280;3486;1293;1265;4926;1266;4860;2488;2797;1533;782;1757;1137;2933;1074;810;932;1954;1956;1210;980;1403;1088;1131;1107;1044;1122;543;1258;916;1552;16422;6600;2987;8935;2300;2052;2697;3266;6048;2122;3304;4150;765;7054;1985;3473;4702;5642;1962;2082;1005;1799;1339;1412;874;857;1131;464;513;1853;2687;749;632;438;444;672;507;903;883;810;839;2492;845;707;1237;1047;968;735;27263;3492;3184;1373;3990;967;3049;3691;2992;7241;1886;1139;2194;3066;1355;3645;784;1024;2450;899;655;1112;326;1014;388;911;764;789;1035;6202;2052;902;1224;2148;1470;535;516;1156;895;731;494;8684;1419;1060;2636;973;1841;413;832;662;1321;483;9920;1769;1047;2025;1254;644;887;804;1398;1098;614;683;963;1770;4104;3462;868;1252;1913;2103;430;799;1022;816;1620;6912;3198;2257;2265;2977;870;1350;2157;7312;1628;1844;4587;533;555;995;1121;620;657;974;4315;647;253;462;545;385;287;597;256;277;635;580;285;6749;1036;5723;629;273;457;396;1635;480;748;1602;724;5451;3167;2230;858;1730
;85-94 år;684;519;764;591;1462;435;1527;1160;302;1173;873;357;127;1628;974;1288;17079;1708;1800;670;1556;1388;182;1792;643;595;278;252;220;408;648;4225;1049;653;244;243;1599;410;505;1030;2402;818;251;180;122;311;160;352;655;271;3747;3130;364;1211;297;721;176;250;193;178;783;337;3484;907;918;380;910;556;665;324;241;524;623;518;336;2117;891;180;217;360;496;441;313;1698;662;765;1246;499;409;1663;459;1693;918;1031;505;274;512;352;767;376;289;285;558;604;384;337;463;437;403;389;343;443;212;481;293;549;6794;2338;1017;3352;819;741;1016;1140;2338;741;1308;1606;325;2587;744;1395;1768;1738;673;880;344;567;413;462;369;359;444;140;211;490;815;261;181;208;171;237;187;363;386;351;282;1032;267;260;457;324;344;263;10640;1349;1177;531;1582;350;1071;1418;1111;2825;718;441;785;1078;488;1377;275;414;1022;328;275;458;122;334;172;289;272;311;450;2423;810;415;468;940;571;188;215;382;272;254;151;3256;465;313;903;288;640;139;270;219;494;174;3660;679;418;807;401;218;298;266;508;470;244;256;289;622;1474;1225;302;474;703;911;191;305;374;264;638;2290;1043;831;807;1084;323;398;731;2460;636;711;1653;210;217;315;439;212;239;364;1555;235;123;222;219;122;104;226;103;126;226;222;125;2356;372;2051;215;110;161;151;535;169;227;559;292;1809;1065;807;263;585
2018M12;5-14 år;5766;5113;6332;6384;10247;4638;16145;12674;2595;11787;6928;4018;1657;10551;5210;10804;104558;12104;15279;5391;7072;6844;1791;6256;6377;3230;3028;1099;3120;1499;2367;25786;5423;2368;1063;1443;6723;1325;1909;4103;13194;4572;1629;567;391;1121;565;1271;2428;788;18748;17292;1791;5055;702;3320;815;1196;953;1956;3776;1866;16684;3846;4141;1472;3306;1975;2278;1080;1206;1299;2657;2396;1203;11383;3214;742;763;1909;1587;1521;1040;7830;2288;3035;3832;1752;978;6332;1460;7926;3647;3605;1949;1830;3733;2443;5106;1957;1179;2081;4755;4112;3330;1946;2135;1800;2169;1573;1634;1591;956;2020;2288;1540;39069;14341;5524;17237;3365;4326;3214;5358;10111;1730;4881;5866;1424;11908;2938;5120;7564;11967;6052;5485;1604;3585;1740;1515;736;1230;1346;538;731;4235;6520;1451;1322;634;646;715;498;1417;1038;989;1645;4282;1200;1084;1842;1538;1308;1020;61884;8742;5843;1511;6821;1521;4849;7242;5168;13552;2829;1463;2612;4603;2155;6118;1038;1400;4085;1472;918;1074;424;2405;396;1416;965;1073;1365;9805;2610;1140;1055;2765;1696;1099;572;1941;992;719;443;18384;2945;1175;3333;1277;2687;439;1177;1049;1918;649;18134;2657;1665;3092;1473;747;1024;1296;1672;1015;682;776;1165;2278;7058;6533;1250;1672;2592;3065;574;979;1253;1091;2077;11765;4453;2704;3001;4242;924;2081;2865;11568;1776;2053;6548;568;629;2190;1137;1386;739;939;7239;743;268;644;763;477;348;591;239;260;1101;727;255;14388;1413;8110;631;265;441;253;1568;375;602;1687;872;8332;4566;2863;1077;2525
;15-24 år;5176;3879;5140;5058;9147;3075;13647;11901;2057;10679;5868;3348;1217;8332;4305;8617;97563;11642;11539;4673;7469;5387;1388;6195;5723;2956;2529;933;2104;1524;2278;31355;4904;2157;1024;1108;5899;1111;1817;4004;12624;3713;1320;553;349;1021;573;1187;2265;727;23358;16750;1378;4675;748;2970;712;1124;799;1172;3512;1461;17879;3711;3891;1339;3052;1949;2216;1067;965;1273;2125;1800;1091;12473;2981;658;670;1304;1498;1378;961;8396;2106;2932;3571;1715;931;6269;1445;8149;3032;3470;1804;1588;2616;2095;3872;1639;1080;1807;3287;2519;2194;1793;1886;1616;1728;1448;1317;1468;833;2007;1827;1366;36704;19970;5062;16725;2560;3882;2967;4730;9911;1840;4278;5922;1213;11928;2617;4868;6526;9511;4136;4425;1466;2970;1498;1453;789;1065;1208;521;710;3500;4618;1296;941;591;570;627;527;1280;987;979;1440;3831;1107;1035;1690;1375;1183;1001;67429;7885;4807;1412;6369;1335;4428;7395;4466;13541;2617;1406;2506;4319;2200;6993;902;1400;3796;1151;796;1162;410;1509;364;1209;880;1094;1435;12027;2426;1231;1108;2697;1648;703;578;1678;1041;770;476;20998;2434;1114;3431;1075;2578;436;1025;919;1745;601;17801;2433;1382;2834;1638;695;1036;1006;1602;1046;764;719;937;1929;6581;6381;975;1629;2335;2732;566;1057;1163;908;1987;11989;4270;2533;2813;3892;940;2041;2662;11005;1813;1935;5748;470;651;1411;1141;1288;687;1059;7183;776;276;519;634;399;341;602;264;229;1025;783;315;17984;1268;7898;626;262;508;307;1595;487;580;1643;907;10006;4737;3091;982;2601
;25-34 år;6366;3468;4693;4794;11283;2286;15545;13238;1802;13552;5349;3985;1173;7019;3042;8513;182016;14741;12432;11425;19001;4975;937;7296;7107;3470;2375;1054;2342;1678;2497;39524;5713;2486;887;1226;6775;1377;1613;4325;14160;3825;1328;532;341;995;598;1184;2496;770;25605;20679;1499;5083;704;3404;861;1142;817;1429;3455;1750;20934;3941;4178;1277;3206;2145;2264;1113;942;1236;2374;2158;1165;13872;3563;601;682;1341;1535;1563;948;10254;2472;3188;3884;1884;913;6632;1544;8633;3345;3780;1904;1755;2469;2256;2826;1785;1138;1793;3192;1694;2277;1791;2209;1915;1780;1527;1377;1510;965;2116;1990;1330;64273;19923;6157;21162;2240;4256;3162;5289;11050;1734;4919;6391;1284;14540;2766;5380;7710;7965;3645;4587;1086;3008;1569;1342;822;1234;1366;567;712;3964;4084;1409;1008;616;614;767;453;1291;1028;1028;1893;3943;1180;1091;1784;1325;1329;980;109586;10322;5504;1388;7471;1718;4768;8278;5037;16305;2751;1300;2921;4954;2337;8727;1000;1608;4167;1353;1097;1250;402;1785;409;1261;1010;1142;1442;13847;2777;1172;1158;3002;1693;1030;529;1881;944;766;452;23325;2638;1132;3671;1128;2631;432;1079;913;1996;624;21651;2649;1660;3248;1641;765;1141;1077;1584;1024;790;729;1098;2337;7545;7252;1281;1746;2867;3469;672;1067;1305;1022;2072;13985;4711;2816;3143;4233;987;1985;3005;12631;1879;2023;6529;585;599;1456;1238;1782;781;1101;9005;721;272;543;749;418;309;578;239;252;1105;795;270;22103;1517;8695;777;313;557;349;1707;362;538;2327;928;10832;5158;3473;933;3235
;35-44 år;6493;4777;5848;5836;11105;3889;16715;13777;2254;12870;6373;4119;1484;9484;3805;10123;146214;12908;14829;8002;12757;6185;1428;6275;6753;3250;2804;1035;2886;1400;2283;28379;5029;2173;885;1368;6367;1306;1609;3576;12633;4326;1580;563;378;1011;519;1205;2383;742;19969;17473;1702;4905;665;3335;713;1193;838;1730;3384;1670;16955;3460;3915;1266;2875;1873;2014;1057;999;1244;2425;2401;1154;11331;3235;615;699;1773;1379;1391;963;8132;2071;2995;3575;1620;962;6330;1318;7982;3352;3433;1938;1805;3619;2605;4506;1606;1138;1943;4492;3516;3223;1935;2139;1819;2112;1531;1467;1451;794;2009;2106;1548;50470;15387;5715;18455;3115;4182;3286;5460;9704;1614;4911;5755;1160;11909;2790;4898;7418;10371;5605;5345;1374;3257;1646;1449;893;1136;1289;498;645;4296;5933;1332;1233;599;589;704;425;1313;925;893;1711;3898;1091;975;1796;1403;1209;947;79709;9514;5438;1398;6373;1672;4266;6856;4948;13688;2774;1294;2452;4478;2037;6378;1028;1302;3693;1356;876;1152;375;2291;340;1329;886;1077;1340;10702;2523;1062;1039;2779;1479;1023;513;1827;975;563;485;18986;2739;1135;3142;1140;2602;396;1124;939;1693;572;18610;2465;1444;2789;1455;620;1085;1104;1572;1014;602;728;1114;2167;7062;5930;1237;1514;2527;2908;575;883;1144;907;1900;12038;4204;2400;2871;3916;889;2057;2687;11767;1722;1929;6396;484;531;1886;1109;1552;645;964;7493;731;209;591;719;391;299;590;247;223;999;638;260;16385;1253;8306;653;272;470;245;1485;338;424;1815;863;8988;4801;3045;966;2420
;45-54 år;6516;5302;7154;7151;10401;4627;16169;12842;2603;12320;7782;3831;1694;11043;5133;11093;124358;13638;15572;6052;9086;6865;1973;8008;6819;4105;3421;1232;2587;1708;2797;26457;6098;2773;1166;1496;7095;1413;2056;4328;13997;5027;1874;690;471;1293;752;1588;2914;988;19800;18338;1995;6058;986;3661;838;1359;950;1523;4278;1860;17573;4061;4704;1456;3631;2202;2467;1281;1075;1605;2395;2282;1294;11309;3847;753;974;1929;1817;1721;1218;8770;2638;3675;4724;2042;1277;7813;1852;8569;3893;4415;2332;2019;3588;2406;5866;2001;1298;2237;4875;3878;3086;2272;2687;2070;2388;1608;1753;1692;972;2396;2231;1899;39542;14357;5913;19529;3690;4728;3920;6370;11015;2277;5759;7059;1442;12925;3305;5646;8111;12981;5822;5440;1860;3954;2069;2013;1171;1310;1572;592;881;4306;6368;1584;1321;794;739;863;692;1581;1274;1107;1866;4751;1445;1302;2152;1824;1466;1195;70303;9535;6291;1881;7359;1668;5257;7761;5256;14495;3311;1686;3163;5291;2606;7134;1166;1752;4169;1559;1121;1506;554;2316;520;1620;1232;1408;1790;11782;3265;1348;1546;3413;2100;1016;800;2138;1357;890;626;19084;3018;1402;4198;1386;3005;568;1351;1169;2109;707;20542;2940;1806;3418;1823;919;1385;1298;2050;1315;961;895;1432;2624;7334;6592;1395;1998;2948;3333;789;1283;1498;1265;2456;13531;5357;3454;3395;4902;1269;2631;3112;13620;2390;2343;7207;686;938;2030;1368;1467;835;1290;7973;932;284;638;785;503;357;718;321;280;1115;764;322;14901;1468;9277;743;376;666;365;2183;494;651;2273;1036;10506;5528;3637;1145;3132
;55-64 år;4597;3541;4724;5027;8041;3179;11410;9591;1480;8901;4962;2926;1161;7506;3558;7734;103314;10842;10738;5085;7666;5195;1435;8128;4917;3388;2231;1250;1706;1936;2633;22724;5323;2979;1204;1322;6626;1488;2200;4166;11903;4192;1569;655;533;1315;725;1457;2681;1058;16230;15708;1817;5462;1036;3136;960;1151;808;1231;3704;1697;14462;3702;4418;1368;3316;2198;2119;1128;1008;1667;2358;1922;1190;9366;3503;862;972;1929;2015;1794;1298;7513;2574;3114;4956;2021;1645;8002;1739;7338;3446;4003;2253;1607;2329;2022;4022;1737;1356;1843;2996;2470;2172;1874;2572;2001;2029;1803;1499;1570;903;2133;1635;2043;33843;11826;5207;16400;3259;3833;4031;5494;9912;2854;5032;6159;1336;11409;3280;5484;7916;9367;4070;4265;1758;3059;2213;2217;1309;1341;1757;559;900;3133;4355;1375;1103;774;720;850;849;1478;1291;1265;1811;4326;1407;1206;2128;1807;1364;1337;59626;7252;5347;2085;6696;1568;4765;6526;4691;12319;3060;1653;3094;4993;2254;6173;1085;1632;3958;1459;1188;1697;589;1869;516;1279;1203;1272;1915;10398;3174;1359;1884;3278;2025;902;768;1927;1277;911;713;15731;2219;1621;3613;1303;2993;656;1241;1073;1905;802;16703;2813;1579;3222;1763;889;1343;1337;2068;1484;935;979;1550;2612;6945;5902;1506;2173;2979;3279;829;1348;1535;1270;2514;11680;4753;3453;3420;4897;1409;2180;3017;11513;2667;2741;6872;739;928;1770;1698;1385;999;1426;7214;916;303;705;1004;580;456;860;365;415;1008;971;406;12557;1590;9244;868;404;744;539;2266;719;895;2530;1018;9242;5236;3597;1436;2958
